epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1652712764197,2022-05-16T16.52.44.197,0.000,0.427,-0.427,0.244
1652712764207,2022-05-16T16.52.44.207,0.010,0.732,-0.549,0.244
1652712764217,2022-05-16T16.52.44.217,0.020,0.976,0.061,0.244
1652712764228,2022-05-16T16.52.44.228,0.031,-0.122,0.244,0.732
1652712764238,2022-05-16T16.52.44.238,0.041,-0.732,-0.488,0.610
1652712764248,2022-05-16T16.52.44.248,0.051,-1.098,-0.793,0.122
1652712764258,2022-05-16T16.52.44.258,0.061,-1.280,-0.427,-0.305
1652712764267,2022-05-16T16.52.44.267,0.070,-1.037,-0.610,-0.305
1652712764277,2022-05-16T16.52.44.277,0.080,-1.098,-0.610,-0.244
1652712764288,2022-05-16T16.52.44.288,0.091,-1.098,-0.488,-0.183
1652712764298,2022-05-16T16.52.44.298,0.101,-0.671,-0.427,-0.427
1652712764308,2022-05-16T16.52.44.308,0.111,-0.244,-0.244,-0.488
1652712764319,2022-05-16T16.52.44.319,0.122,0.549,-0.427,-0.610
1652712764327,2022-05-16T16.52.44.327,0.130,0.610,-0.610,-0.366
1652712764338,2022-05-16T16.52.44.338,0.141,-0.488,-0.732,0.000
1652712764348,2022-05-16T16.52.44.348,0.151,-0.061,-0.732,0.122
1652712764358,2022-05-16T16.52.44.358,0.161,0.183,-0.488,0.122
1652712764368,2022-05-16T16.52.44.368,0.171,-0.122,-0.610,0.244
1652712764379,2022-05-16T16.52.44.379,0.182,-1.402,-0.732,0.305
1652712764389,2022-05-16T16.52.44.389,0.192,-1.280,-0.549,0.244
1652712764398,2022-05-16T16.52.44.398,0.201,-1.768,0.061,0.244
1652712764408,2022-05-16T16.52.44.408,0.211,-2.683,0.366,0.244
1652712764418,2022-05-16T16.52.44.418,0.221,-2.134,-0.305,-0.061
1652712764428,2022-05-16T16.52.44.428,0.231,-1.524,-0.549,-0.427
1652712764439,2022-05-16T16.52.44.439,0.242,-0.793,-0.183,-0.305
1652712764449,2022-05-16T16.52.44.449,0.252,0.610,0.000,-0.244
1652712764459,2022-05-16T16.52.44.459,0.262,1.341,-0.366,0.122
1652712764468,2022-05-16T16.52.44.468,0.271,1.159,-0.915,0.427
1652712764478,2022-05-16T16.52.44.478,0.281,1.646,-0.793,0.061
1652712764488,2022-05-16T16.52.44.488,0.291,1.098,-0.122,-0.122
1652712764499,2022-05-16T16.52.44.499,0.302,0.000,0.183,0.122
1652712764509,2022-05-16T16.52.44.509,0.312,-1.037,-0.244,0.183
1652712764519,2022-05-16T16.52.44.519,0.322,-1.524,-0.671,-0.122
1652712764528,2022-05-16T16.52.44.528,0.331,-0.976,-0.427,-0.366
1652712764538,2022-05-16T16.52.44.538,0.341,-0.976,0.122,-0.183
1652712764548,2022-05-16T16.52.44.548,0.351,-0.549,0.488,0.000
1652712764559,2022-05-16T16.52.44.559,0.362,-0.122,0.427,0.305
1652712764569,2022-05-16T16.52.44.569,0.372,0.122,0.061,0.122
1652712764579,2022-05-16T16.52.44.579,0.382,0.610,0.122,0.122
1652712764589,2022-05-16T16.52.44.589,0.392,1.098,0.305,0.305
1652712764598,2022-05-16T16.52.44.598,0.401,0.915,-0.061,0.244
1652712764609,2022-05-16T16.52.44.609,0.412,0.854,-0.305,-0.061
1652712764619,2022-05-16T16.52.44.619,0.422,1.037,-0.244,-0.427
1652712764629,2022-05-16T16.52.44.629,0.432,0.793,-0.061,-0.610
1652712764639,2022-05-16T16.52.44.639,0.442,0.854,0.061,-0.549
1652712764650,2022-05-16T16.52.44.650,0.453,0.427,0.061,-0.366
1652712764658,2022-05-16T16.52.44.658,0.461,0.427,-0.183,-0.061
1652712764669,2022-05-16T16.52.44.669,0.472,-0.061,0.122,0.366
1652712764679,2022-05-16T16.52.44.679,0.482,-0.732,0.976,0.549
1652712764689,2022-05-16T16.52.44.689,0.492,-0.854,0.549,0.549
1652712764699,2022-05-16T16.52.44.699,0.502,-0.732,-0.061,0.671
1652712764710,2022-05-16T16.52.44.710,0.513,-0.488,-0.122,0.488
1652712764718,2022-05-16T16.52.44.718,0.521,-0.061,0.183,0.061
1652712764729,2022-05-16T16.52.44.729,0.532,0.854,0.305,-0.122
1652712764739,2022-05-16T16.52.44.739,0.542,1.707,0.183,-0.122
1652712764749,2022-05-16T16.52.44.749,0.552,1.768,-0.122,0.061
1652712764759,2022-05-16T16.52.44.759,0.562,1.585,0.305,0.183
1652712764770,2022-05-16T16.52.44.770,0.573,1.159,0.732,0.244
1652712764780,2022-05-16T16.52.44.780,0.583,0.488,0.488,0.305
1652712764789,2022-05-16T16.52.44.789,0.592,0.061,-0.366,0.366
1652712764799,2022-05-16T16.52.44.799,0.602,-0.061,-0.610,0.183
1652712764809,2022-05-16T16.52.44.809,0.612,-0.061,0.000,-0.061
1652712764819,2022-05-16T16.52.44.819,0.622,0.549,-0.061,-0.122
1652712764830,2022-05-16T16.52.44.830,0.633,-0.061,-0.305,0.122
1652712764840,2022-05-16T16.52.44.840,0.643,-0.610,-0.366,0.183
1652712764850,2022-05-16T16.52.44.850,0.653,-0.305,-0.244,0.122
1652712764859,2022-05-16T16.52.44.859,0.662,-0.793,0.061,0.061
1652712764869,2022-05-16T16.52.44.869,0.672,-1.402,0.183,-0.183
1652712764880,2022-05-16T16.52.44.880,0.683,-1.220,-0.122,-0.244
1652712764890,2022-05-16T16.52.44.890,0.693,-0.915,-0.427,-0.244
1652712764900,2022-05-16T16.52.44.900,0.703,-0.183,-0.488,-0.061
1652712764910,2022-05-16T16.52.44.910,0.713,-0.061,-0.122,0.183
1652712764919,2022-05-16T16.52.44.919,0.722,0.305,0.183,0.122
1652712764929,2022-05-16T16.52.44.929,0.732,1.159,-0.183,-0.061
1652712764940,2022-05-16T16.52.44.940,0.743,1.524,-0.610,-0.061
1652712764950,2022-05-16T16.52.44.950,0.753,1.402,-0.732,0.061
1652712764960,2022-05-16T16.52.44.960,0.763,0.427,-0.549,0.183
1652712764970,2022-05-16T16.52.44.970,0.773,-0.549,-0.549,0.183
1652712764981,2022-05-16T16.52.44.981,0.784,-2.073,-0.427,0.122
1652712764989,2022-05-16T16.52.44.989,0.792,-2.378,-0.244,-0.183
1652712765000,2022-05-16T16.52.45.000,0.803,-2.256,0.122,-0.061
1652712765010,2022-05-16T16.52.45.010,0.813,-1.768,0.244,0.122
1652712765020,2022-05-16T16.52.45.020,0.823,-1.220,-0.366,0.061
1652712765030,2022-05-16T16.52.45.030,0.833,-0.488,-0.915,0.122
1652712765041,2022-05-16T16.52.45.041,0.844,0.549,-0.671,0.244
1652712765049,2022-05-16T16.52.45.049,0.852,0.793,-0.244,0.305
1652712765060,2022-05-16T16.52.45.060,0.863,0.305,-0.488,0.183
1652712765070,2022-05-16T16.52.45.070,0.873,-0.061,-0.793,0.000
1652712765080,2022-05-16T16.52.45.080,0.883,-0.488,-0.244,0.000
1652712765090,2022-05-16T16.52.45.090,0.893,-0.854,0.366,-0.183
1652712765101,2022-05-16T16.52.45.101,0.904,-0.366,0.000,-0.305
1652712765111,2022-05-16T16.52.45.111,0.914,0.488,-0.366,-0.305
1652712765120,2022-05-16T16.52.45.120,0.923,-0.488,-0.061,-0.122
1652712765130,2022-05-16T16.52.45.130,0.933,-0.671,0.305,-0.122
1652712765140,2022-05-16T16.52.45.140,0.943,-0.122,0.183,-0.122
1652712765151,2022-05-16T16.52.45.151,0.954,-0.854,-0.183,0.122
1652712765161,2022-05-16T16.52.45.161,0.964,-0.732,-0.488,-0.122
1652712765171,2022-05-16T16.52.45.171,0.974,0.610,-0.244,-0.122
1652712765180,2022-05-16T16.52.45.180,0.983,0.854,0.244,0.244
1652712765190,2022-05-16T16.52.45.190,0.993,0.671,0.183,0.305
1652712765200,2022-05-16T16.52.45.200,1.003,0.488,0.061,0.061
1652712765211,2022-05-16T16.52.45.211,1.014,0.610,0.000,-0.122
1652712765221,2022-05-16T16.52.45.221,1.024,0.976,-0.061,-0.122
1652712765231,2022-05-16T16.52.45.231,1.034,0.915,-0.244,0.000
1652712765241,2022-05-16T16.52.45.241,1.044,0.244,-0.732,0.183
1652712765250,2022-05-16T16.52.45.250,1.053,-0.427,-0.488,0.061
1652712765260,2022-05-16T16.52.45.260,1.063,-1.280,0.183,0.000
1652712765271,2022-05-16T16.52.45.271,1.074,-1.402,0.366,0.244
1652712765281,2022-05-16T16.52.45.281,1.084,-1.341,0.000,0.305
1652712765291,2022-05-16T16.52.45.291,1.094,-0.610,0.061,0.244
1652712765301,2022-05-16T16.52.45.301,1.104,0.061,0.244,0.122
1652712765312,2022-05-16T16.52.45.312,1.115,1.280,0.061,-0.061
1652712765320,2022-05-16T16.52.45.320,1.123,2.683,-0.488,0.000
1652712765331,2022-05-16T16.52.45.331,1.134,2.500,-0.671,0.122
1652712765341,2022-05-16T16.52.45.341,1.144,1.829,-0.305,0.305
1652712765351,2022-05-16T16.52.45.351,1.154,0.366,0.122,0.549
1652712765361,2022-05-16T16.52.45.361,1.164,-1.951,0.366,0.366
1652712765372,2022-05-16T16.52.45.372,1.175,-2.500,0.061,-0.122
