epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1652712764490,2022-05-16T16.52.44.490,0.000,0.122,1.098,0.488
1652712764500,2022-05-16T16.52.44.500,0.010,0.366,1.098,0.793
1652712764511,2022-05-16T16.52.44.511,0.021,0.000,0.549,0.427
1652712764519,2022-05-16T16.52.44.519,0.029,0.061,0.366,0.305
1652712764530,2022-05-16T16.52.44.530,0.040,0.244,0.366,0.183
1652712764540,2022-05-16T16.52.44.540,0.050,0.183,0.366,-0.122
1652712764550,2022-05-16T16.52.44.550,0.060,0.183,0.366,-0.244
1652712764559,2022-05-16T16.52.44.559,0.069,0.305,0.427,-0.305
1652712764569,2022-05-16T16.52.44.569,0.079,0.427,0.732,-0.244
1652712764579,2022-05-16T16.52.44.579,0.089,0.427,0.976,-0.183
1652712764590,2022-05-16T16.52.44.590,0.100,0.427,1.037,0.000
1652712764599,2022-05-16T16.52.44.599,0.109,0.244,0.793,0.061
1652712764609,2022-05-16T16.52.44.609,0.119,-0.183,0.732,0.244
1652712764619,2022-05-16T16.52.44.619,0.129,-0.427,0.610,0.427
1652712764628,2022-05-16T16.52.44.628,0.138,-0.549,0.488,0.488
1652712764638,2022-05-16T16.52.44.638,0.148,-0.366,0.427,0.366
1652712764648,2022-05-16T16.52.44.648,0.158,-0.366,0.244,0.488
1652712764659,2022-05-16T16.52.44.659,0.169,-0.122,0.366,0.488
1652712764667,2022-05-16T16.52.44.667,0.177,0.610,0.549,0.488
1652712764678,2022-05-16T16.52.44.678,0.188,1.159,0.732,0.427
1652712764688,2022-05-16T16.52.44.688,0.198,1.402,0.610,0.488
1652712764698,2022-05-16T16.52.44.698,0.208,0.976,0.427,0.610
1652712764707,2022-05-16T16.52.44.707,0.217,0.427,0.305,0.549
1652712764717,2022-05-16T16.52.44.717,0.227,0.061,0.183,0.549
1652712764727,2022-05-16T16.52.44.727,0.237,-0.183,-0.244,0.549
1652712764738,2022-05-16T16.52.44.738,0.248,-0.671,-0.183,0.610
1652712764746,2022-05-16T16.52.44.746,0.256,-0.793,0.061,0.610
1652712764757,2022-05-16T16.52.44.757,0.267,-0.610,0.488,0.488
1652712764767,2022-05-16T16.52.44.767,0.277,-0.122,0.610,0.366
1652712764776,2022-05-16T16.52.44.776,0.286,0.000,0.488,0.183
1652712764786,2022-05-16T16.52.44.786,0.296,-0.244,0.488,0.000
1652712764796,2022-05-16T16.52.44.796,0.306,-0.610,0.610,-0.244
1652712764807,2022-05-16T16.52.44.807,0.317,-0.610,0.732,-0.549
1652712764815,2022-05-16T16.52.44.815,0.325,-0.671,0.549,-0.610
