epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1652710200941,2022-05-16T16.10.00.941,0.000,-0.833,0.522,-0.208
1652710200950,2022-05-16T16.10.00.950,0.009,-0.840,0.527,-0.208
1652710200960,2022-05-16T16.10.00.960,0.019,-0.838,0.525,-0.206
1652710200970,2022-05-16T16.10.00.970,0.029,-0.838,0.521,-0.205
1652710200980,2022-05-16T16.10.00.980,0.039,-0.835,0.522,-0.204
1652710200989,2022-05-16T16.10.00.989,0.048,-0.838,0.525,-0.203
1652710200999,2022-05-16T16.10.00.999,0.058,-0.841,0.525,-0.205
1652710201010,2022-05-16T16.10.01.010,0.069,-0.837,0.524,-0.207
1652710201020,2022-05-16T16.10.01.020,0.079,-0.841,0.525,-0.209
1652710201029,2022-05-16T16.10.01.029,0.088,-0.840,0.525,-0.206
1652710201039,2022-05-16T16.10.01.039,0.098,-0.839,0.528,-0.206
1652710201049,2022-05-16T16.10.01.049,0.108,-0.837,0.529,-0.207
1652710201059,2022-05-16T16.10.01.059,0.118,-0.840,0.533,-0.206
1652710201068,2022-05-16T16.10.01.068,0.127,-0.839,0.533,-0.208
1652710201079,2022-05-16T16.10.01.079,0.138,-0.839,0.532,-0.207
1652710201089,2022-05-16T16.10.01.089,0.148,-0.839,0.527,-0.208
1652710201098,2022-05-16T16.10.01.098,0.157,-0.837,0.526,-0.207
1652710201108,2022-05-16T16.10.01.108,0.167,-0.836,0.524,-0.207
1652710201118,2022-05-16T16.10.01.118,0.177,-0.836,0.521,-0.204
1652710201128,2022-05-16T16.10.01.128,0.187,-0.837,0.523,-0.203
1652710201137,2022-05-16T16.10.01.137,0.196,-0.839,0.522,-0.205
1652710201147,2022-05-16T16.10.01.147,0.206,-0.840,0.523,-0.205
1652710201158,2022-05-16T16.10.01.158,0.217,-0.840,0.524,-0.206
1652710201168,2022-05-16T16.10.01.168,0.227,-0.838,0.521,-0.206
1652710201177,2022-05-16T16.10.01.177,0.236,-0.841,0.521,-0.207
1652710201187,2022-05-16T16.10.01.187,0.246,-0.841,0.521,-0.207
1652710201197,2022-05-16T16.10.01.197,0.256,-0.841,0.523,-0.204
1652710201207,2022-05-16T16.10.01.207,0.266,-0.839,0.523,-0.205
