epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1649955646916,2022-04-14T19.00.46.916,0.000,-0.976,-0.671,-0.976
1649955646925,2022-04-14T19.00.46.925,0.009,-0.976,-0.854,-0.244
1649955646935,2022-04-14T19.00.46.935,0.019,-0.366,-0.854,-0.976
1649955646946,2022-04-14T19.00.46.946,0.030,-0.061,-0.854,-1.159
1649955646956,2022-04-14T19.00.46.956,0.040,-0.122,-0.854,-0.793
1649955646966,2022-04-14T19.00.46.966,0.050,-0.427,-0.793,-0.427
1649955646976,2022-04-14T19.00.46.976,0.060,-0.610,-0.854,-0.183
1649955646987,2022-04-14T19.00.46.987,0.071,-0.549,-0.915,-0.122
1649955646995,2022-04-14T19.00.46.995,0.079,-0.488,-0.488,-0.183
1649955647006,2022-04-14T19.00.47.006,0.090,-0.671,-0.305,-0.366
1649955647016,2022-04-14T19.00.47.016,0.100,-0.732,-0.732,-0.732
1649955647026,2022-04-14T19.00.47.026,0.110,-0.610,-0.915,-1.159
1649955647036,2022-04-14T19.00.47.036,0.120,-0.549,-0.671,-1.159
1649955647047,2022-04-14T19.00.47.047,0.131,-0.061,-0.549,-1.220
1649955647057,2022-04-14T19.00.47.057,0.141,0.366,-0.732,-1.220
1649955647066,2022-04-14T19.00.47.066,0.150,0.366,-0.854,-0.976
1649955647076,2022-04-14T19.00.47.076,0.160,-0.366,-0.793,-0.427
1649955647086,2022-04-14T19.00.47.086,0.170,-0.915,-0.915,-0.122
1649955647096,2022-04-14T19.00.47.096,0.180,-0.671,-0.793,0.061
1649955647107,2022-04-14T19.00.47.107,0.191,-0.732,-0.366,0.305
1649955647117,2022-04-14T19.00.47.117,0.201,-1.159,-0.549,0.427
1649955647126,2022-04-14T19.00.47.126,0.210,-0.671,-0.915,0.244
1649955647136,2022-04-14T19.00.47.136,0.220,0.122,-0.671,-0.061
1649955647146,2022-04-14T19.00.47.146,0.230,0.488,-0.244,-0.366
1649955647156,2022-04-14T19.00.47.156,0.240,0.610,-0.183,-0.671
1649955647167,2022-04-14T19.00.47.167,0.251,0.732,-0.366,-0.732
1649955647177,2022-04-14T19.00.47.177,0.261,0.793,-0.183,-0.854
1649955647187,2022-04-14T19.00.47.187,0.271,0.305,0.061,-0.915
1649955647196,2022-04-14T19.00.47.196,0.280,-0.305,-0.244,-0.610
1649955647206,2022-04-14T19.00.47.206,0.290,-0.793,-0.732,-0.244
1649955647217,2022-04-14T19.00.47.217,0.301,-1.098,-0.976,0.061
1649955647227,2022-04-14T19.00.47.227,0.311,-1.402,-0.976,0.122
1649955647237,2022-04-14T19.00.47.237,0.321,-1.159,-0.854,0.122
1649955647247,2022-04-14T19.00.47.247,0.331,-0.671,-0.732,-0.183
1649955647258,2022-04-14T19.00.47.258,0.342,-0.610,-0.488,-0.366
1649955647266,2022-04-14T19.00.47.266,0.350,-0.549,-0.549,-0.488
1649955647277,2022-04-14T19.00.47.277,0.361,-0.061,-0.854,-0.671
1649955647287,2022-04-14T19.00.47.287,0.371,-0.061,-1.098,-0.854
1649955647297,2022-04-14T19.00.47.297,0.381,-0.122,-1.220,-1.098
1649955647307,2022-04-14T19.00.47.307,0.391,0.000,-1.341,-1.037
1649955647318,2022-04-14T19.00.47.318,0.402,-0.122,-1.220,-1.037
1649955647328,2022-04-14T19.00.47.328,0.412,-0.122,-1.098,-0.915
1649955647337,2022-04-14T19.00.47.337,0.421,-0.366,-0.976,-0.854
1649955647347,2022-04-14T19.00.47.347,0.431,-0.854,-0.732,-0.549
1649955647357,2022-04-14T19.00.47.357,0.441,-1.159,-0.610,-0.122
1649955647367,2022-04-14T19.00.47.367,0.451,-1.037,-0.732,0.122
1649955647378,2022-04-14T19.00.47.378,0.462,-0.732,-0.671,0.183
1649955647388,2022-04-14T19.00.47.388,0.472,-0.366,-0.427,0.061
1649955647398,2022-04-14T19.00.47.398,0.482,-0.183,-0.366,0.000
1649955647407,2022-04-14T19.00.47.407,0.491,-0.183,-0.366,-0.122
1649955647417,2022-04-14T19.00.47.417,0.501,-0.061,-0.244,-0.183
1649955647427,2022-04-14T19.00.47.427,0.511,0.183,-0.061,-0.244
1649955647438,2022-04-14T19.00.47.438,0.522,0.549,-0.427,-0.366
