epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1649955647354,2022-04-14T19.00.47.354,0.000,0.427,0.000,1.037
1649955647364,2022-04-14T19.00.47.364,0.010,0.854,0.000,-0.122
1649955647375,2022-04-14T19.00.47.375,0.021,0.976,0.061,0.549
1649955647384,2022-04-14T19.00.47.384,0.030,1.707,0.000,0.671
1649955647394,2022-04-14T19.00.47.394,0.040,2.073,-0.366,0.671
1649955647404,2022-04-14T19.00.47.404,0.050,1.159,-0.427,0.488
1649955647414,2022-04-14T19.00.47.414,0.060,0.305,0.305,0.122
1649955647425,2022-04-14T19.00.47.425,0.071,0.183,0.427,-0.183
1649955647433,2022-04-14T19.00.47.433,0.079,0.366,-0.244,-0.366
1649955647444,2022-04-14T19.00.47.444,0.090,0.244,-0.244,-0.305
1649955647454,2022-04-14T19.00.47.454,0.100,0.000,0.122,-0.122
1649955647464,2022-04-14T19.00.47.464,0.110,0.122,-0.122,0.122
1649955647474,2022-04-14T19.00.47.474,0.120,0.366,-0.549,0.488
1649955647483,2022-04-14T19.00.47.483,0.129,0.671,-0.610,0.549
1649955647493,2022-04-14T19.00.47.493,0.139,1.280,-0.854,0.549
1649955647504,2022-04-14T19.00.47.504,0.150,1.646,-1.220,0.488
1649955647514,2022-04-14T19.00.47.514,0.160,1.280,-0.610,0.427
1649955647524,2022-04-14T19.00.47.524,0.170,1.159,-0.122,0.122
1649955647533,2022-04-14T19.00.47.533,0.179,0.854,-0.549,-0.244
1649955647543,2022-04-14T19.00.47.543,0.189,0.305,-0.732,-0.427
1649955647553,2022-04-14T19.00.47.553,0.199,0.061,0.061,-0.061
1649955647564,2022-04-14T19.00.47.564,0.210,-0.061,0.671,0.183
1649955647574,2022-04-14T19.00.47.574,0.220,-0.183,0.061,0.366
1649955647583,2022-04-14T19.00.47.583,0.229,0.000,-0.244,0.610
1649955647593,2022-04-14T19.00.47.593,0.239,0.183,0.061,0.793
1649955647603,2022-04-14T19.00.47.603,0.249,0.122,0.122,0.976
1649955647614,2022-04-14T19.00.47.614,0.260,0.610,-0.122,1.280
1649955647624,2022-04-14T19.00.47.624,0.270,1.951,0.000,1.220
1649955647633,2022-04-14T19.00.47.633,0.279,2.622,-0.305,0.793
1649955647643,2022-04-14T19.00.47.643,0.289,2.256,-0.671,0.366
1649955647653,2022-04-14T19.00.47.653,0.299,1.280,-0.366,-0.183
1649955647663,2022-04-14T19.00.47.663,0.309,-0.183,-0.061,-1.220
1649955647674,2022-04-14T19.00.47.674,0.320,-1.890,-0.427,-1.159
1649955647684,2022-04-14T19.00.47.684,0.330,-2.927,0.488,-0.366
1649955647693,2022-04-14T19.00.47.693,0.339,-0.427,2.256,-0.549
1649955647703,2022-04-14T19.00.47.703,0.349,1.463,-0.610,-0.854
1649955647713,2022-04-14T19.00.47.713,0.359,0.244,-2.744,-0.122
1649955647723,2022-04-14T19.00.47.723,0.369,0.549,1.341,0.793
1649955647734,2022-04-14T19.00.47.734,0.380,3.598,2.378,0.488
1649955647742,2022-04-14T19.00.47.742,0.388,3.232,-2.195,-0.183
1649955647753,2022-04-14T19.00.47.753,0.399,2.134,-3.171,-0.366
1649955647763,2022-04-14T19.00.47.763,0.409,2.683,0.427,-0.183
1649955647773,2022-04-14T19.00.47.773,0.419,1.524,0.122,-0.061
1649955647783,2022-04-14T19.00.47.783,0.429,-0.610,-1.585,0.305
1649955647792,2022-04-14T19.00.47.792,0.438,-1.280,-0.183,0.488
1649955647802,2022-04-14T19.00.47.802,0.448,-1.098,1.098,0.854
1649955647813,2022-04-14T19.00.47.813,0.459,-1.159,0.732,0.976
1649955647823,2022-04-14T19.00.47.823,0.469,-0.488,0.793,0.854
1649955647833,2022-04-14T19.00.47.833,0.479,0.366,1.463,0.488
1649955647842,2022-04-14T19.00.47.842,0.488,1.280,1.159,0.122
1649955647852,2022-04-14T19.00.47.852,0.498,2.744,0.427,0.000
1649955647863,2022-04-14T19.00.47.863,0.509,3.720,0.610,-0.122
1649955647873,2022-04-14T19.00.47.873,0.519,3.232,0.244,0.061
1649955647883,2022-04-14T19.00.47.883,0.529,2.134,-0.610,0.305
1649955647892,2022-04-14T19.00.47.892,0.538,1.341,-0.854,0.488
1649955647902,2022-04-14T19.00.47.902,0.548,0.732,-0.915,0.488
1649955647912,2022-04-14T19.00.47.912,0.558,0.976,-0.732,0.610
1649955647923,2022-04-14T19.00.47.923,0.569,1.829,-0.671,0.671
1649955647933,2022-04-14T19.00.47.933,0.579,2.378,-0.854,0.610
1649955647942,2022-04-14T19.00.47.942,0.588,2.256,-0.793,0.549
1649955647952,2022-04-14T19.00.47.952,0.598,1.341,-0.549,0.244
1649955647962,2022-04-14T19.00.47.962,0.608,-0.549,-0.183,0.000
1649955647972,2022-04-14T19.00.47.972,0.618,-1.890,0.122,0.061
1649955647983,2022-04-14T19.00.47.983,0.629,-2.073,0.366,0.122
1649955647991,2022-04-14T19.00.47.991,0.637,-1.829,0.549,0.061
1649955648002,2022-04-14T19.00.48.002,0.648,-1.524,0.610,0.183
1649955648012,2022-04-14T19.00.48.012,0.658,-0.976,0.549,-0.122
1649955648022,2022-04-14T19.00.48.022,0.668,-0.305,0.549,-0.183
1649955648032,2022-04-14T19.00.48.032,0.678,0.976,0.122,0.000
1649955648043,2022-04-14T19.00.48.043,0.689,2.500,0.122,0.000
1649955648052,2022-04-14T19.00.48.052,0.698,3.354,0.305,-0.183
1649955648062,2022-04-14T19.00.48.062,0.708,3.415,0.122,-0.305
1649955648072,2022-04-14T19.00.48.072,0.718,3.232,-0.122,-0.305
1649955648082,2022-04-14T19.00.48.082,0.728,2.744,-0.183,-0.244
1649955648093,2022-04-14T19.00.48.093,0.739,1.890,-0.366,-0.244
1649955648101,2022-04-14T19.00.48.101,0.747,0.427,-0.793,-0.061
1649955648112,2022-04-14T19.00.48.112,0.758,-0.793,-0.671,0.183
1649955648122,2022-04-14T19.00.48.122,0.768,-0.549,-0.183,0.366
1649955648132,2022-04-14T19.00.48.132,0.778,-0.915,-0.366,0.305
1649955648142,2022-04-14T19.00.48.142,0.788,-0.854,-0.366,0.244
1649955648151,2022-04-14T19.00.48.151,0.797,0.305,0.000,0.183
1649955648161,2022-04-14T19.00.48.161,0.807,0.610,0.061,0.549
1649955648172,2022-04-14T19.00.48.172,0.818,0.244,0.366,0.793
1649955648182,2022-04-14T19.00.48.182,0.828,0.915,0.793,0.793
1649955648192,2022-04-14T19.00.48.192,0.838,1.524,0.183,0.915
1649955648201,2022-04-14T19.00.48.201,0.847,1.098,-0.122,0.793
1649955648211,2022-04-14T19.00.48.211,0.857,0.671,-0.061,0.732
1649955648221,2022-04-14T19.00.48.221,0.867,0.610,-0.061,0.915
1649955648232,2022-04-14T19.00.48.232,0.878,0.427,-0.488,0.732
1649955648242,2022-04-14T19.00.48.242,0.888,0.427,-0.671,0.427
1649955648251,2022-04-14T19.00.48.251,0.897,0.976,-0.427,0.122
1649955648261,2022-04-14T19.00.48.261,0.907,0.976,-0.244,-0.122
1649955648271,2022-04-14T19.00.48.271,0.917,0.732,-0.427,-0.183
1649955648281,2022-04-14T19.00.48.281,0.927,0.488,-0.549,-0.183
1649955648292,2022-04-14T19.00.48.292,0.938,0.610,-0.671,-0.183
1649955648301,2022-04-14T19.00.48.301,0.947,0.793,-0.976,0.000
1649955648311,2022-04-14T19.00.48.311,0.957,0.549,-1.037,-0.183
1649955648321,2022-04-14T19.00.48.321,0.967,-0.427,-1.037,-0.427
1649955648331,2022-04-14T19.00.48.331,0.977,-1.098,-0.732,-0.915
1649955648342,2022-04-14T19.00.48.342,0.988,-1.220,-0.305,-1.341
1649955648352,2022-04-14T19.00.48.352,0.998,-2.439,-0.549,-0.488
1649955648361,2022-04-14T19.00.48.361,1.007,-2.439,0.793,0.671
1649955648371,2022-04-14T19.00.48.371,1.017,1.646,1.890,0.610
1649955648381,2022-04-14T19.00.48.381,1.027,2.439,-1.890,0.793
1649955648391,2022-04-14T19.00.48.391,1.037,0.244,-2.500,1.402
1649955648402,2022-04-14T19.00.48.402,1.048,1.524,1.463,1.220
1649955648410,2022-04-14T19.00.48.410,1.056,3.354,0.244,0.976
1649955648421,2022-04-14T19.00.48.421,1.067,2.561,-3.415,1.037
1649955648431,2022-04-14T19.00.48.431,1.077,2.378,-1.402,1.037
1649955648441,2022-04-14T19.00.48.441,1.087,2.012,0.732,0.671
1649955648451,2022-04-14T19.00.48.451,1.097,-0.488,-0.549,0.366
1649955648460,2022-04-14T19.00.48.460,1.106,-2.012,-0.854,0.244
1649955648470,2022-04-14T19.00.48.470,1.116,-1.829,0.366,0.061
1649955648481,2022-04-14T19.00.48.481,1.127,-1.707,0.244,0.183
1649955648491,2022-04-14T19.00.48.491,1.137,-0.976,-0.244,0.610
1649955648501,2022-04-14T19.00.48.501,1.147,0.000,0.183,0.549
1649955648510,2022-04-14T19.00.48.510,1.156,0.976,0.183,0.366
1649955648520,2022-04-14T19.00.48.520,1.166,1.402,-0.427,0.366
1649955648531,2022-04-14T19.00.48.531,1.177,1.829,-0.488,0.427
1649955648541,2022-04-14T19.00.48.541,1.187,2.134,-0.488,0.366
1649955648551,2022-04-14T19.00.48.551,1.197,1.524,-0.488,0.244
1649955648560,2022-04-14T19.00.48.560,1.206,0.915,-0.671,0.305
1649955648570,2022-04-14T19.00.48.570,1.216,1.037,-0.671,0.427
1649955648580,2022-04-14T19.00.48.580,1.226,1.159,-0.488,0.366
1649955648591,2022-04-14T19.00.48.591,1.237,1.098,-0.549,0.305
1649955648601,2022-04-14T19.00.48.601,1.247,1.037,-0.488,0.305
1649955648610,2022-04-14T19.00.48.610,1.256,1.159,-0.183,0.305
1649955648620,2022-04-14T19.00.48.620,1.266,0.976,-0.122,0.244
1649955648630,2022-04-14T19.00.48.630,1.276,-0.183,-0.061,0.183
1649955648640,2022-04-14T19.00.48.640,1.286,-0.976,0.183,0.122
